X,Y,PoliceUseOfForceID,CaseNumber,ResponseDate,Problem,Is911Call,PrimaryOffense,SubjectInjury,ForceReportNumber,SubjectRole,SubjectRoleNumber,ForceType,ForceTypeAction,Race,Sex,EventAge,TypeOfResistance,Precinct,Neighborhood
-93.22566987,44.9730441,20826012,21-053179,2021/03/14 10:53:40+00,Damage Property-Rpt Only ,Yes,BURGB   ,No,2,ARRESTEE                                               ,1,Bodily Force,Takedown,White,Male,36,Commission of a Crime                                                          ,2,Prospect Park - East River Road
-93.22566987,44.9730441,20834303,21-053179,2021/03/14 10:53:40+00,Damage Property-Rpt Only ,Yes,BURGB   ,No,2,ARRESTEE                                               ,1,Maximal Restraint Technique,Side Recovery Position,White,Male,36,Commission of a Crime                                                          ,2,Prospect Park - East River Road
-93.27222526,44.94835398,20826704,21-038181,2021/02/23 15:19:09+00,Suspicious Vehicle ,No,PFARM   ,No,1,ARRESTEE                                               ,1,Bodily Force,Body Weight Pin,Black,Male,48,X,3,Phillips West
-93.27222526,44.94835398,20829971,21-038181,2021/02/23 15:19:09+00,Suspicious Vehicle ,No,PFARM   ,No,1,ARRESTEE                                               ,1,Bodily Force,Takedown,Black,Male,48,X,3,Phillips West
-93.2505519,44.95374591,20822508,21-030395,2021/02/12 09:56:14+00,Suspicious Vehicle ,No,ASLT2   ,No,2,ARRESTEE                                               ,2,Bodily Force,Body Weight Pin,Native American,Male,33,X,3,East Phillips
-93.21567023,44.91626633,20823839,21-004619,2021/01/07 14:14:23+00,Assist Fire Personnel ,No,ASLT4   ,No,1,ARRESTEE                                               ,1,Bodily Force,Body Weight Pin,Native American,Female,31,Assaulted Officer                                                              ,3,Hiawatha
-93.27809288,44.90456457,20823975,20-319324,2020/12/26 16:37:51+00,Fight ,Yes,AOA     ,Yes,1,ARRESTEE                                               ,1,Bodily Force,Body Weight Pin,Black,Male,32,Assaulted Officer                                                              ,5,Tangletown
-93.27949587,44.98431023,20822895,20-312574,2020/12/17 01:33:57+00,Burglary Biz - In Progress ,Yes,DAMPRP  ,No,1,Citee                                                  ,1,Bodily Force,Body Weight Pin,White,Male,30,Tensed                                                                         ,1,North Loop
-93.28133076,44.95134737,20825069,20-312426,2020/12/16 20:57:21+00,Suspicious Person ,No,WT      ,No,1,ARRESTEE                                               ,1,Bodily Force,Body Weight Pin,Native American,Male,34,Tensed                                                                         ,5,Whittier
-93.28133076,44.95134737,20829374,20-312426,2020/12/16 20:57:21+00,Suspicious Person ,No,WT      ,No,1,ARRESTEE                                               ,1,Bodily Force,Joint Lock,Native American,Male,34,Tensed                                                                         ,5,Whittier
-93.25352553,44.96137949,20829610,20-312225,2020/12/16 15:33:13+00,Unknown Trouble ,Yes,DASLT5  ,No,1,ARRESTEE                                               ,1,Taser,Firing Darts,Black,Male,22,Commission of a Crime                                                          ,3,Ventura Village
-93.26267192,44.9488397,20822879,20-311842,2020/12/16 02:02:33+00,Emotionally Disturb Person ,No,CIC     ,No,2,PERSON IN CRISIS                                       ,1,Bodily Force,Body Weight Pin,White,Male,41,Assaulted Officer                                                              ,3,Phillips West
-93.31080958,45.01956389,20825612,20-311103,2020/12/15 01:34:18+00,Emotionally Disturb Person ,No,CIC     ,No,1,PERSON IN CRISIS                                       ,1,Bodily Force,Body Weight Pin,Black,Female,21,Other                                                                          ,4,Cleveland
-93.29241514,45.007739,20834256,20-311076,2020/12/15 00:27:35+00,Attempted Suicide ,Yes,CIC     ,No,2,PERSON IN CRISIS                                       ,1,Bodily Force,Joint Lock,Black,Female,11,Verbal Non-Compliance                                                          ,4,Hawthorne
-93.27233484,44.97231758,20822984,20-311046,2020/12/14 23:33:33+00,Assault in Progress ,Yes,FORCE   ,No,1,SUSPECT                                                ,1,Taser,Display,Black,Male,41,Commission of a Crime                                                          ,1,Downtown West
-93.24557297,44.98309944,20822582,20-310869,2020/12/14 18:40:29+00,Robbery of Person ,Yes,FORCE   ,No,2,INVOLVED                                               ,3,Taser,Display,Black,Female,23,Commission of a Crime                                                          ,2,Marcy Holmes
-93.25243111,44.99599002,20834312,20-310293,2020/12/13 22:39:32+00,Emotionally Disturb Person ,No,CIC     ,No,2,PERSON IN CRISIS                                       ,1,Taser,Display,White,Male,26,Other                                                                          ,2,St. Anthony East
-93.29762019,45.02762252,20826660,20-310268,2020/12/13 21:31:05+00,Emotionally Disturb Person ,Yes,CIC     ,No,1,PERSON IN CRISIS                                       ,1,Improvised Weapon,Other Improvised Weapon,White,Female,35,Tensed                                                                         ,4,Webber - Camden
-93.29575293,44.94748334,20822878,20-309974,2020/12/13 13:06:19+00,Burglary Dwlng In Progress ,Yes,BURGD   ,No,1,SUSPECT                                                ,1,Improvised Weapon,Other Improvised Weapon,White,Female,38,Other                                                                          ,5,CARAG
-93.23569453,44.98175111,20829966,20-309499,2020/12/12 18:54:48+00,Customer Trouble ,Yes,INFO    ,No,1,INVOLVED                                               ,1,Bodily Force,Joint Lock,Black,Male,37,Fled on Foot                                                                   ,2,Marcy Holmes
-93.23569453,44.98175111,20830961,20-309499,2020/12/12 18:54:48+00,Customer Trouble ,Yes,INFO    ,No,2,INVOLVED                                               ,2,Taser,Red Dot,Black,Male,37,Fled on Foot                                                                   ,2,Marcy Holmes
-93.26837447,44.9500759,20823738,20-309170,2020/12/12 10:05:14+00,Emotionally Disturb Person ,No,CIC     ,No,1,PERSON IN CRISIS                                       ,1,Bodily Force,Joint Lock,Native American,Female,34,Other                                                                          ,3,Phillips West
-93.26837447,44.9500759,20825730,20-309170,2020/12/12 10:05:14+00,Emotionally Disturb Person ,No,CIC     ,No,2,PERSON IN CRISIS                                       ,1,Bodily Force,Joint Lock,Native American,Female,34,Tensed                                                                         ,3,Phillips West
-93.27673789,44.97153914,20823267,20-308926,2020/12/11 23:06:15+00,Assist a Disabled Person ,Yes,DISCON  ,No,1,ARRESTEE                                               ,2,Bodily Force,Push Away,Black,Female,22,Assaulted Officer                                                              ,1,Loring Park
-93.27673789,44.97153914,20823848,20-308926,2020/12/11 23:06:15+00,Assist a Disabled Person ,Yes,DISCON  ,No,4,Citee                                                  ,1,Bodily Force,Push Away,Unknown,Female,26,Other                                                                          ,1,Loring Park
-93.27673789,44.97153914,20827528,20-308926,2020/12/11 23:06:15+00,Assist a Disabled Person ,Yes,DISCON  ,No,1,ARRESTEE                                               ,2,Bodily Force,Joint Lock,Black,Female,22,Assaulted Officer                                                              ,1,Loring Park
-93.27673789,44.97153914,20834113,20-308926,2020/12/11 23:06:15+00,Assist a Disabled Person ,Yes,DISCON  ,No,3,Citee                                                  ,2,Bodily Force,Body Weight Pin,Black,Female,22,Other                                                                          ,1,Loring Park
-93.24946754,44.97140245,20822534,20-308506,2020/12/11 15:02:23+00,Person with a Gun ,Yes,CIC     ,No,2,INVOLVED                                               ,1,Bodily Force,Joint Lock,Black,Male,31,Verbal Non-Compliance                                                          ,1,Cedar Riverside
-93.24946754,44.97140245,20824963,20-308506,2020/12/11 15:02:23+00,Person with a Gun ,Yes,CIC     ,No,1,SUBJECT                                                ,1,Bodily Force,Joint Lock,Native American,Male,31,Verbal Non-Compliance                                                          ,1,Cedar Riverside
-93.24556109,45.0158748,20826765,20-308483,2020/12/11 14:36:55+00,Emotionally Disturb Person ,Yes,FORCE   ,No,1,INVOLVED                                               ,1,Taser,Red Dot,Black,Male,51,Verbal Non-Compliance                                                          ,2,Audubon Park
-93.27268029,44.97641969,20826594,20-308381,2020/12/11 12:13:18+00,Person with a Gun ,Yes,FORCE   ,No,2,INVOLVED                                               ,1,Bodily Force,Joint Lock,Black,Male,61,Other                                                                          ,1,Downtown West
-93.27702537,44.97801922,20827065,20-307170,2020/12/09 21:48:34+00,Domestic ,No,DASLT5  ,No,1,ARRESTEE                                               ,1,Taser,Red Dot,Black,Male,51,Other                                                                          ,1,Downtown West
-93.27702537,44.97801922,20830018,20-307170,2020/12/09 21:48:34+00,Domestic ,No,DASLT5  ,No,1,ARRESTEE                                               ,1,Bodily Force,Takedown,Black,Male,51,Other                                                                          ,1,Downtown West
-93.24734147,45.01266897,20823834,20-307098,2020/12/09 19:37:55+00,Check the Welfare ,Yes,CIC     ,No,1,PERSON IN CRISIS                                       ,1,Bodily Force,Joint Lock,Black,Male,35,Other                                                                          ,2,Windom Park
-93.24734147,45.01266897,20825717,20-307098,2020/12/09 19:37:55+00,Check the Welfare ,Yes,CIC     ,No,3,PERSON IN CRISIS                                       ,1,Bodily Force,Joint Lock,Black,Male,35,Other                                                                          ,2,Windom Park
-93.24734147,45.01266897,20827422,20-307098,2020/12/09 19:37:55+00,Check the Welfare ,Yes,CIC     ,No,4,PERSON IN CRISIS                                       ,1,Taser,Firing Darts,Black,Male,35,Other                                                                          ,2,Windom Park
-93.24734147,45.01266897,20829504,20-307098,2020/12/09 19:37:55+00,Check the Welfare ,Yes,CIC     ,No,3,PERSON IN CRISIS                                       ,1,Bodily Force,Body Weight Pin,Black,Male,35,Other                                                                          ,2,Windom Park
-93.24734147,45.01266897,20833932,20-307098,2020/12/09 19:37:55+00,Check the Welfare ,Yes,CIC     ,No,3,PERSON IN CRISIS                                       ,1,Taser,Display,Black,Male,35,Other                                                                          ,2,Windom Park
-93.28302135,44.94747481,20822502,20-307063,2020/12/09 18:59:08+00,Domestic ,Yes,DASLT5  ,No,1,ARRESTEE                                               ,1,Bodily Force,Body Weight Pin,Black,Female,25,Tensed                                                                         ,5,Lyndale
-93.28302135,44.94747481,20827170,20-307063,2020/12/09 18:59:08+00,Domestic ,Yes,DASLT5  ,No,1,ARRESTEE                                               ,1,Bodily Force,Takedown,Black,Female,25,Tensed                                                                         ,5,Lyndale
-93.28302135,44.94747481,20827527,20-307063,2020/12/09 18:59:08+00,Domestic ,Yes,DASLT5  ,No,1,ARRESTEE                                               ,1,Bodily Force,Joint Lock,Black,Female,25,Tensed                                                                         ,5,Lyndale
-93.28555421,45.04390081,20822428,20-306596,2020/12/09 05:19:27+00,,No,CIC     ,No,2,SUBJECT                                                ,1,Bodily Force,Body Weight Pin,White,Male,30,Verbal Non-Compliance                                                          ,0M,Lind - Bohanon
-93.28555421,45.04390081,20829609,20-306596,2020/12/09 05:19:27+00,,No,CIC     ,No,1,SUBJECT                                                ,1,Bodily Force,Joint Lock,White,Male,30,Tensed                                                                         ,0M,Lind - Bohanon
-93.29105312,44.99686192,20823280,20-306320,2020/12/08 19:11:46+00,Emotionally Disturb Person ,Yes,CIC     ,No,2,PERSON IN CRISIS                                       ,1,Bodily Force,Joint Lock,White,Female,50,Tensed                                                                         ,4,Near - North
-93.29105312,44.99686192,20834255,20-306320,2020/12/08 19:11:46+00,Emotionally Disturb Person ,Yes,CIC     ,No,1,PERSON IN CRISIS                                       ,1,Bodily Force,Joint Lock,White,Female,50,Tensed                                                                         ,4,Near - North
-93.27932994,44.96704546,20822533,20-306267,2020/12/08 17:52:50+00,Emotionally Disturb Person ,Yes,FORCE   ,No,1,SUBJECT                                                ,1,Bodily Force,Body Weight Pin,Unknown,Male,18,Tensed                                                                         ,1,Loring Park
-93.27932994,44.96704546,20834149,20-306267,2020/12/08 17:52:50+00,Emotionally Disturb Person ,Yes,FORCE   ,No,2,INVOLVED                                               ,1,Bodily Force,Takedown,Unknown,Male,18,Other                                                                          ,1,Loring Park
-93.27932994,44.96704546,20834240,20-306267,2020/12/08 17:52:50+00,Emotionally Disturb Person ,Yes,FORCE   ,No,1,SUBJECT                                                ,1,Bodily Force,Joint Lock,Unknown,Male,18,Tensed                                                                         ,1,Loring Park
-93.27781525,44.96747488,20825716,20-306133,2020/12/08 15:24:34+00,Attempt Pick-Up ,No,FORCE   ,No,1,RUNAWAY                                                ,1,Bodily Force,Body Weight Pin,White,Female,17,Verbal Non-Compliance                                                          ,1,Loring Park
-93.28499736,45.02120651,20829788,20-306077,2020/12/08 13:55:19+00,Emotionally Disturb Person ,No,CIC     ,No,1,PERSON IN CRISIS                                       ,1,Bodily Force,Joint Lock,Black,Female,14,Other                                                                          ,4,McKinley
-93.2778163,44.96789104,20835514,20-305672,2020/12/07 22:18:47+00,Domestic Abuse-In Progress ,Yes,DASTR   ,No,1,ARRESTEE                                               ,1,Taser,Display,Black,Male,44,Verbal Non-Compliance                                                          ,1,Loring Park
-93.25244619,44.98981104,20829608,20-305460,2020/12/07 17:15:59+00,Assist EMS Personnel ,No,HLTWEL  ,No,1,SUBJECT                                                ,1,Bodily Force,Body Weight Pin,White,Male,53,Tensed                                                                         ,2,Marcy Holmes
-93.25741327,44.97584189,20834475,20-305026,2020/12/07 01:57:18+00,Disturbance ,Yes,ASLT5   ,No,2,Citee                                                  ,1,Bodily Force,Joint Lock,Black,Male,35,Verbal Non-Compliance                                                          ,1,Downtown East
-93.30698272,44.9901472,20835408,20-304610,2020/12/06 10:32:10+00,Domestic Abuse-In Progress ,Yes,RORDER  ,No,1,ARRESTEE                                               ,1,Taser,Red Dot,Black,Male,38,Tensed                                                                         ,4,Near - North
-93.25178218,44.97482937,20823266,20-304493,2020/12/06 01:45:44+00,Emotionally Disturb Person ,Yes,CIC     ,No,3,PERSON IN CRISIS                                       ,1,Bodily Force,Joint Lock,Black,Male,21,Verbal Non-Compliance                                                          ,1,Downtown East
-93.25178218,44.97482937,20831218,20-304493,2020/12/06 01:45:44+00,Emotionally Disturb Person ,Yes,CIC     ,No,2,PERSON IN CRISIS                                       ,2,Bodily Force,Joint Lock,Black,Male,21,Other                                                                          ,1,Downtown East
-93.28008549,44.96637842,20827421,20-304473,2020/12/06 01:07:52+00,Unknown Trouble ,Yes,FORCE   ,No,1,SUBJECT                                                ,1,Bodily Force,Joint Lock,Black,Female,18,Other                                                                          ,1,Loring Park
-93.28008549,44.96637842,20829893,20-304473,2020/12/06 01:07:52+00,Unknown Trouble ,Yes,FORCE   ,No,1,SUBJECT                                                ,1,Bodily Force,Body Weight Pin,Black,Female,18,Other                                                                          ,1,Loring Park
-93.24725864,44.96717526,20833931,20-304460,2020/12/06 00:49:09+00,Unwanted Person ,Yes,CIC     ,No,1,SUBJECT                                                ,1,Bodily Force,Joint Lock,White,Male,32,Verbal Non-Compliance                                                          ,1,Cedar Riverside
-93.21774716,44.98751996,20823279,20-304363,2020/12/05 22:32:14+00,Chase on Foot ,No,DASLT5  ,No,5,ARRESTEE                                               ,1,Maximal Restraint Technique,Side Recovery Position,Black,Male,19,Commission of a Crime                                                          ,2,Como
-93.21774716,44.98751996,20823953,20-304363,2020/12/05 22:32:14+00,Chase on Foot ,No,DASLT5  ,No,5,ARRESTEE                                               ,1,Bodily Force,Body Weight Pin,Black,Male,19,Commission of a Crime                                                          ,2,Como
-93.21774716,44.98751996,20825609,20-304363,2020/12/05 22:32:14+00,Chase on Foot ,No,DASLT5  ,No,5,ARRESTEE                                               ,1,Taser,Firing Darts,Black,Male,19,Commission of a Crime                                                          ,2,Como
-93.21774716,44.98751996,20827169,20-304363,2020/12/05 22:32:14+00,Chase on Foot ,No,DASLT5  ,No,1,ARRESTEE                                               ,1,Taser,Firing Darts,Black,Male,19,Fled on Foot                                                                   ,2,Como
-93.21774716,44.98751996,20831323,20-304363,2020/12/05 22:32:14+00,Chase on Foot ,No,DASLT5  ,No,1,ARRESTEE                                               ,1,Bodily Force,Body Weight Pin,Black,Male,19,Fled on Foot                                                                   ,2,Como
-93.28083931,44.96706017,20826593,20-304256,2020/12/05 19:57:34+00,Check the Welfare ,Yes,CIC     ,No,2,PERSON IN CRISIS                                       ,1,Bodily Force,Joint Lock,White,Male,57,Verbal Non-Compliance                                                          ,1,Loring Park
-93.28083931,44.96706017,20834134,20-304256,2020/12/05 19:57:34+00,Check the Welfare ,Yes,CIC     ,No,1,PERSON IN CRISIS                                       ,1,Bodily Force,Body Weight Pin,White,Male,57,Verbal Non-Compliance                                                          ,1,Loring Park
-93.22639333,44.97362151,20824962,20-303966,2020/12/05 12:43:55+00,Theft ,Yes,THREAT  ,No,1,SUSPECT                                                ,1,Bodily Force,Joint Lock,Black,Male,41,Other                                                                          ,2,Prospect Park - East River Road
-93.26255347,44.96331865,20823265,20-303866,2020/12/05 08:22:24+00,Drunk/Intoxicated Person ,No,FORCE   ,No,1,SUBJECT                                                ,1,Bodily Force,Body Weight Pin,Native American,Male,56,Other                                                                          ,3,Ventura Village
-93.26255347,44.96331865,20823371,20-303866,2020/12/05 08:22:24+00,Drunk/Intoxicated Person ,No,FORCE   ,No,2,INVOLVED                                               ,1,Bodily Force,Body Weight Pin,Native American,Male,56,Tensed                                                                         ,3,Ventura Village
-93.26186177,44.93414753,20822686,20-303534,2020/12/04 19:45:49+00,Unknown Trouble ,Yes,CARJCK  ,No,3,ARRESTEE                                               ,2,Bodily Force,Takedown,Black,Male,30,Commission of a Crime                                                          ,3,Powderhorn Park
-93.26186177,44.93414753,20823384,20-303534,2020/12/04 19:45:49+00,Unknown Trouble ,Yes,CARJCK  ,No,4,ARRESTEE                                               ,2,Taser,Red Dot,Black,Male,30,Other                                                                          ,3,Powderhorn Park
-93.26186177,44.93414753,20827063,20-303534,2020/12/04 19:45:49+00,Unknown Trouble ,Yes,CARJCK  ,No,4,ARRESTEE                                               ,2,Bodily Force,Push Away,Black,Male,30,Other                                                                          ,3,Powderhorn Park
-93.26186177,44.93414753,20827168,20-303534,2020/12/04 19:45:49+00,Unknown Trouble ,Yes,CARJCK  ,No,5,ARRESTEE                                               ,1,Bodily Force,Takedown,Black,Male,39,Fled on Foot                                                                   ,3,Powderhorn Park
-93.26186177,44.93414753,20829502,20-303534,2020/12/04 19:45:49+00,Unknown Trouble ,Yes,CARJCK  ,No,5,ARRESTEE                                               ,1,Bodily Force,Body Weight Pin,Black,Male,39,Fled on Foot                                                                   ,3,Powderhorn Park
-93.28299,44.95134443,20827062,20-303458,2020/12/04 18:00:30+00,Attempted Suicide ,Yes,CIC     ,No,1,PERSON IN CRISIS                                       ,2,Bodily Force,Joint Lock,Black,Female,27,Other                                                                          ,5,Whittier
-93.2752899,44.96332343,20831322,20-303380,2020/12/04 16:25:24+00,Emotionally Disturb Person ,Yes,WT      ,No,1,ARRESTEE                                               ,1,Bodily Force,Joint Lock,Black,Male,22,Other                                                                          ,5,Stevens Square - Loring Heights
-93.23708765,44.96589283,20822532,20-303056,2020/12/04 06:07:08+00,Assist a Disabled Person ,Yes,DASLT5  ,No,1,SUSPECT                                                ,1,Bodily Force,Takedown,Black,Male,19,Tensed                                                                         ,1,Cedar Riverside
-93.23708765,44.96589283,20823867,20-303056,2020/12/04 06:07:08+00,Assist a Disabled Person ,Yes,DASLT5  ,No,1,SUSPECT                                                ,1,Bodily Force,Body Weight Pin,Black,Male,19,Tensed                                                                         ,1,Cedar Riverside
-93.23708765,44.96589283,20825387,20-303056,2020/12/04 06:07:08+00,Assist a Disabled Person ,Yes,DASLT5  ,No,2,SUSPECT                                                ,1,Bodily Force,Body Weight Pin,Black,Male,19,Tensed                                                                         ,1,Cedar Riverside
-93.23708765,44.96589283,20825493,20-303056,2020/12/04 06:07:08+00,Assist a Disabled Person ,Yes,DASLT5  ,No,2,SUSPECT                                                ,1,Maximal Restraint Technique,Not Side Recovery Position,Black,Male,19,Tensed                                                                         ,1,Cedar Riverside
-93.23708765,44.96589283,20831216,20-303056,2020/12/04 06:07:08+00,Assist a Disabled Person ,Yes,DASLT5  ,No,1,SUSPECT                                                ,1,Maximal Restraint Technique,Side Recovery Position,Black,Male,19,Tensed                                                                         ,1,Cedar Riverside
-93.23708765,44.96589283,20834407,20-303056,2020/12/04 06:07:08+00,Assist a Disabled Person ,Yes,DASLT5  ,No,3,SUSPECT                                                ,1,Bodily Force,Body Weight Pin,Black,Male,19,Tensed                                                                         ,1,Cedar Riverside
-93.25554596,45.00999472,20832534,20-302896,2020/12/03 22:33:57+00,Audible Business Alarm ,No,TRSPAS  ,No,2,SUSPECT                                                ,2,Bodily Force,Joint Lock,Black,Female,18,Commission of a Crime                                                          ,2,Holland
-93.25554596,45.00999472,20834369,20-302896,2020/12/03 22:33:57+00,Audible Business Alarm ,No,TRSPAS  ,No,1,SUSPECT                                                ,1,Bodily Force,Joint Lock,Black,Male,19,Commission of a Crime                                                          ,2,Holland
-93.27468642,44.95552699,20825608,20-302167,2020/12/03 00:01:35+00,Person with a Gun ,No,PFARM   ,No,1,ARRESTEE                                               ,1,Bodily Force,Body Weight Pin,Black,Male,23,Fled on Foot                                                                   ,5,Whittier
-93.27468642,44.95552699,20829965,20-302167,2020/12/03 00:01:35+00,Person with a Gun ,No,PFARM   ,No,2,ARRESTEE                                               ,2,Bodily Force,Body Weight Pin,Black,Male,27,Commission of a Crime                                                          ,5,Whittier
-93.2879891,44.99968546,20827526,20-301957,2020/12/02 18:10:16+00,Unwanted Person ,Yes,CIC     ,No,2,PERSON IN CRISIS                                       ,1,Bodily Force,Joint Lock,White,Female,41,Other                                                                          ,4,Hawthorne
-93.2879891,44.99968546,20835513,20-301957,2020/12/02 18:10:16+00,Unwanted Person ,Yes,CIC     ,No,1,PERSON IN CRISIS                                       ,1,Bodily Force,Joint Lock,White,Female,41,Other                                                                          ,4,Hawthorne
-93.21577708,44.99943146,20826658,20-301864,2020/12/02 16:11:51+00,Domestic Abuse-In Progress ,Yes,DASLT5  ,No,1,ARRESTEE                                               ,1,Bodily Force,Joint Lock,White,Male,36,Commission of a Crime                                                          ,2,Mid - City Industrial
-93.23465717,44.95646592,20825067,20-301620,2020/12/02 09:22:07+00,Prowler ,Yes,WT      ,No,2,ARRESTEE                                               ,1,Bodily Force,Body Weight Pin,White,Male,27,Fled on Foot                                                                   ,3,Seward
-93.23465717,44.95646592,20827061,20-301620,2020/12/02 09:22:07+00,Prowler ,Yes,WT      ,No,1,ARRESTEE                                               ,1,Bodily Force,Body Weight Pin,White,Male,27,Fled on Foot                                                                   ,3,Seward
-93.26339055,44.9731367,20822067,20-301502,2020/12/02 01:23:49+00,Unknown Trouble ,Yes,DASLT2  ,No,1,OTHER                                                  ,1,Bodily Force,Joint Lock,Black,Male,28,Fled on Foot                                                                   ,1,Elliot Park
-93.26339055,44.9731367,20834036,20-301502,2020/12/02 01:23:49+00,Unknown Trouble ,Yes,DASLT2  ,No,1,OTHER                                                  ,1,Bodily Force,Body Weight Pin,Black,Male,28,Fled on Foot                                                                   ,1,Elliot Park
-93.26339055,44.9731367,20834133,20-301502,2020/12/02 01:23:49+00,Unknown Trouble ,Yes,DASLT2  ,No,1,OTHER                                                  ,1,Taser,Display,Black,Male,28,Fled on Foot                                                                   ,1,Elliot Park
-93.2912807,44.94836098,20823972,20-301486,2020/12/02 00:41:16+00,Traffic Law Enforcement ,No,WT      ,No,1,ARRESTEE                                               ,1,Bodily Force,Joint Lock,Unknown,Female,30,Other                                                                          ,5,CARAG
-93.29509939,44.95777856,20823939,20-301245,2020/12/01 18:43:01+00,Assault in Progress ,Yes,ROBBIZ  ,No,1,ARRESTEE                                               ,1,Bodily Force,Joint Lock,White,Male,37,Other                                                                          ,5,Lowry Hill East
-93.25135795,44.98540621,20822981,20-301202,2020/12/01 17:53:09+00,Assault in Progress ,Yes,ASLT2   ,No,4,ARRESTEE                                               ,1,Bodily Force,Joint Lock,White,Male,38,Other                                                                          ,2,Marcy Holmes
-93.25135795,44.98540621,20833930,20-301202,2020/12/01 17:53:09+00,Assault in Progress ,Yes,ASLT2   ,No,3,ARRESTEE                                               ,1,Bodily Force,Joint Lock,White,Male,38,Tensed                                                                         ,2,Marcy Holmes
-93.30230107,44.97952254,20823847,20-300777,2020/12/01 02:29:43+00,Damage Property-In Progress,Yes,FORCE   ,No,1,OTHER                                                  ,1,Bodily Force,Body Weight Pin,Native American,Male,40,Tensed                                                                         ,4,Harrison
-93.30230107,44.97952254,20827166,20-300777,2020/12/01 02:29:43+00,Damage Property-In Progress,Yes,FORCE   ,No,2,OTHER                                                  ,2,Bodily Force,Body Weight Pin,Native American,Male,40,Tensed                                                                         ,4,Harrison
-93.24725145,44.97076328,20825492,20-300660,2020/11/30 21:26:41+00,Robbery of Person ,No,ROBPAG  ,No,7,ARRESTEE                                               ,4,Bodily Force,Body Weight Pin,Black,Male,16,Fled in a Vehicle                                                              ,1,Cedar Riverside
-93.24725145,44.97076328,20830959,20-300660,2020/11/30 21:26:41+00,Robbery of Person ,No,ROBPAG  ,No,6,ARRESTEE                                               ,1,Bodily Force,Joint Lock,Black,Female,17,Fled in a Vehicle                                                              ,1,Cedar Riverside
-93.27465225,44.96269289,20822875,20-300647,2020/11/30 21:04:07+00,Robbery of Biz In Progress ,Yes,TRSPAS  ,No,2,SUBJECT                                                ,1,Bodily Force,Joint Lock,Black,Male,28,Other                                                                          ,5,Whittier
-93.30758009,44.99876013,20831321,20-300640,2020/11/30 20:43:00+00,Unknown Trouble ,Yes,CIC     ,No,3,INVOLVED                                               ,1,Bodily Force,Body Weight Pin,Black,Male,17,Fled on Foot                                                                   ,4,Willard - Hay
-93.27996035,44.97429462,20822980,20-300506,2020/11/30 16:32:58+00,Suspicious Person ,No,ASLT4   ,No,1,ARRESTEE                                               ,1,Bodily Force,Body Weight Pin,White,Male,62,Assaulted Officer                                                              ,1,Downtown West
-93.27996035,44.97429462,20823866,20-300506,2020/11/30 16:32:58+00,Suspicious Person ,No,ASLT4   ,No,3,ARRESTEE                                               ,1,Bodily Force,Body Weight Pin,White,Male,62,Other                                                                          ,1,Downtown West
-93.30886324,44.99332241,20830853,20-300410,2020/11/30 14:25:24+00,Suspicious Person ,No,WEAP    ,No,4,ARRESTEE                                               ,2,Bodily Force,Body Weight Pin,Black,Male,21,Fled on Foot                                                                   ,4,Willard - Hay
-93.28125485,44.96179868,20823737,20-300143,2020/11/30 04:49:58+00,Unknown Trouble ,Yes,DOMEN   ,No,2,ARRESTEE                                               ,1,Taser,Red Dot,Black,Male,60,Verbal Non-Compliance                                                          ,5,Whittier
-93.26912854,45.02140255,20829126,20-300025,2020/11/29 22:49:52+00,Overdose w/Alll ,Yes,OD      ,No,2,PERSON IN CRISIS                                       ,1,Bodily Force,Joint Lock,Black,Male,49,Tensed                                                                         ,2,Marshall Terrace
-93.2440729,44.96885989,20829501,20-299893,2020/11/29 18:56:59+00,Unknown Trouble ,Yes,CIC     ,No,3,PERSON IN CRISIS                                       ,1,Bodily Force,Body Weight Pin,White,Female,32,Other                                                                          ,1,Cedar Riverside
-93.2440729,44.96885989,20830958,20-299893,2020/11/29 18:56:59+00,Unknown Trouble ,Yes,CIC     ,No,2,PERSON IN CRISIS                                       ,1,Bodily Force,Body Weight Pin,White,Female,32,Other                                                                          ,1,Cedar Riverside
-93.28299,44.95134443,20822580,20-299877,2020/11/29 18:38:14+00,Domestic Abuse-In Progress ,No,DASLT5  ,No,2,ARRESTEE                                               ,1,Bodily Force,Joint Lock,Black,Male,43,Other                                                                          ,5,Whittier
-93.29142174,44.98985154,20834238,20-299808,2020/11/29 17:21:31+00,Domestic Abuse-In Progress ,Yes,OFPSF   ,No,1,SUBJECT                                                ,1,Taser,Red Dot,White,Male,27,Other                                                                          ,4,Near - North
-93.29827927,44.94881103,20822426,20-299734,2020/11/29 14:50:36+00,Check the Welfare ,Yes,OD      ,No,1,INVOLVED                                               ,1,Bodily Force,Takedown,White,Male,45,Other                                                                          ,5,Lowry Hill East
-93.29827927,44.94881103,20823278,20-299734,2020/11/29 14:50:36+00,Check the Welfare ,Yes,OD      ,No,2,PERSON IN CRISIS                                       ,1,Bodily Force,Body Weight Pin,White,Male,45,Other                                                                          ,5,Lowry Hill East
-93.29827927,44.94881103,20823369,20-299734,2020/11/29 14:50:36+00,Check the Welfare ,Yes,OD      ,No,1,INVOLVED                                               ,1,Bodily Force,Body Weight Pin,White,Male,45,Other                                                                          ,5,Lowry Hill East
