X,Y,PoliceUseOfForceID,CaseNumber,ResponseDate,Problem,Is911Call,PrimaryOffense,SubjectInjury,ForceReportNumber,SubjectRole,SubjectRoleNumber,ForceType,ForceTypeAction,Race,Sex,EventAge,TypeOfResistance,Precinct,Neighborhood
-93.28944895,44.94211018,20822818,20-228537,2020/09/02 18:04:04+00,Indecent Exposure ,Yes,INDEX   ,Yes,4,PERSON IN CRISIS                                       ,1,Bodily Force,Body Weight Pin,White,Male,19,Fled on Foot                                                                   ,5,CARAG
-93.28944895,44.94211018,20830421,20-228537,2020/09/02 18:04:04+00,Indecent Exposure ,Yes,INDEX   ,Yes,1,PERSON IN CRISIS                                       ,1,Bodily Force,Body Weight Pin,White,Male,19,Tensed                                                                         ,5,CARAG
-93.28944895,44.94211018,20834029,20-228537,2020/09/02 18:04:04+00,Indecent Exposure ,Yes,INDEX   ,Yes,3,PERSON IN CRISIS                                       ,1,Bodily Force,Body Weight Pin,White,Male,19,Fled on Foot                                                                   ,5,CARAG
-93.28944895,44.94211018,20834383,20-228537,2020/09/02 18:04:04+00,Indecent Exposure ,Yes,INDEX   ,Yes,4,PERSON IN CRISIS                                       ,1,Taser,Firing Darts,White,Male,19,Fled on Foot                                                                   ,5,CARAG
-93.24724692,45.03032205,20823152,20-227685,2020/09/01 19:10:58+00,Person with a Weapon ,Yes,ASLT2   ,No,1,ARRESTEE                                               ,1,Bodily Force,Body Weight Pin,Black,Female,52,Assaulted Officer                                                              ,2,Waite Park
-93.24724692,45.03032205,20826827,20-227685,2020/09/01 19:10:58+00,Person with a Weapon ,Yes,ASLT2   ,No,1,ARRESTEE                                               ,1,Bodily Force,Takedown,Black,Female,52,Assaulted Officer                                                              ,2,Waite Park
-93.24724692,45.03032205,20826933,20-227685,2020/09/01 19:10:58+00,Person with a Weapon ,Yes,ASLT2   ,No,2,ARRESTEE                                               ,1,Taser,Display,Black,Female,52,Verbal Non-Compliance                                                          ,2,Waite Park
-93.24724692,45.03032205,20828993,20-227685,2020/09/01 19:10:58+00,Person with a Weapon ,Yes,ASLT2   ,No,2,ARRESTEE                                               ,1,Bodily Force,Takedown,Black,Female,52,Verbal Non-Compliance                                                          ,2,Waite Park
-93.27342211,44.97543284,20821818,20-227380,2020/09/01 12:34:32+00,Suspicious Person ,No,ASLT5   ,No,2,VICT/ARRESTEE                                          ,1,Bodily Force,Body Weight Pin,White,Male,36,Commission of a Crime                                                          ,1,Downtown West
-93.27342211,44.97543284,20823389,20-227380,2020/09/01 12:34:32+00,Suspicious Person ,No,ASLT5   ,No,1,VICT/ARRESTEE                                          ,1,Improvised Weapon,Other Improvised Weapon,White,Male,36,Commission of a Crime                                                          ,1,Downtown West
-93.27342211,44.97543284,20828638,20-227380,2020/09/01 12:34:32+00,Suspicious Person ,No,ASLT5   ,No,1,VICT/ARRESTEE                                          ,1,Bodily Force,Punch,White,Male,36,Commission of a Crime                                                          ,1,Downtown West
-93.27342211,44.97543284,20828887,20-227380,2020/09/01 12:34:32+00,Suspicious Person ,No,ASLT5   ,No,2,VICT/ARRESTEE                                          ,1,Bodily Force,Takedown,White,Male,36,Commission of a Crime                                                          ,1,Downtown West
-93.27342211,44.97543284,20834093,20-227380,2020/09/01 12:34:32+00,Suspicious Person ,No,ASLT5   ,No,1,VICT/ARRESTEE                                          ,1,Bodily Force,Takedown,White,Male,36,Commission of a Crime                                                          ,1,Downtown West
-93.25984484,44.95912115,20826932,20-227204,2020/09/01 06:49:42+00,High Risk Warrant Entry ,No,PFARM   ,No,1,ARRESTEE                                               ,1,Bodily Force,Kicks,Unknown,Male,34,Verbal Non-Compliance                                                          ,3,Midtown Phillips
-93.31755016,44.89708848,20822061,20-226327,2020/08/31 08:11:04+00,Elevator Emergency ,No,CIC     ,No,1,PERSON IN CRISIS                                       ,1,Taser,Touch,Black,Male,17,Tensed                                                                         ,5,Armatage
-93.31755016,44.89708848,20823046,20-226327,2020/08/31 08:11:04+00,Elevator Emergency ,No,CIC     ,No,2,PERSON IN CRISIS                                       ,1,Bodily Force,Body Weight Pin,Black,Male,17,Other                                                                          ,5,Armatage
-93.31755016,44.89708848,20823283,20-226327,2020/08/31 08:11:04+00,Elevator Emergency ,No,CIC     ,No,2,PERSON IN CRISIS                                       ,1,Bodily Force,Joint Lock,Black,Male,17,Other                                                                          ,5,Armatage
-93.31755016,44.89708848,20833703,20-226327,2020/08/31 08:11:04+00,Elevator Emergency ,No,CIC     ,No,1,PERSON IN CRISIS                                       ,1,Bodily Force,Punch,Black,Male,17,Tensed                                                                         ,5,Armatage
-93.23711636,45.01953532,20822667,20-226008,2020/08/30 20:37:47+00,Domestic Abuse-In Progress ,No,DASLT5  ,No,1,SUSPECT                                                ,1,Bodily Force,Takedown,White,Male,41,Commission of a Crime                                                          ,2,Audubon Park
-93.23711636,45.01953532,20826004,20-226008,2020/08/30 20:37:47+00,Domestic Abuse-In Progress ,No,DASLT5  ,No,2,SUSPECT                                                ,1,Bodily Force,Takedown,White,Male,41,Commission of a Crime                                                          ,2,Audubon Park
-93.28814729,44.94382029,20821593,20-224839,2020/08/29 10:32:55+00,Assist EMS Personnel ,No,CIC     ,No,2,PARENT/GRDN                                            ,1,Bodily Force,Joint Lock,White,Female,33,Verbal Non-Compliance                                                          ,5,Lyndale
-93.28814729,44.94382029,20829493,20-224839,2020/08/29 10:32:55+00,Assist EMS Personnel ,No,CIC     ,No,1,PARENT/GRDN                                            ,1,Bodily Force,Joint Lock,White,Female,33,Verbal Non-Compliance                                                          ,5,Lyndale
-93.27351637,44.97743954,20823388,20-223687,2020/08/28 00:13:20+00,,No,BURGB   ,No,1,SUSPECT                                                ,1,Chemical Irritant,Crowd Control Mace,Black,Male,17,Commission of a Crime                                                          ,1,Downtown West
-93.27195951,44.98083264,20826252,20-223272,2020/08/27 17:16:34+00,Police Event ,No,NARC    ,Yes,2,ARRESTEE                                               ,1,Bodily Force,Takedown,Black,Male,26,Fled on Foot                                                                   ,1,Downtown West
-93.27195951,44.98083264,20830887,20-223272,2020/08/27 17:16:34+00,Police Event ,No,NARC    ,Yes,1,ARRESTEE                                               ,1,Bodily Force,Takedown,Black,Male,26,Other                                                                          ,1,Downtown West
-93.27195951,44.98083264,20833817,20-223272,2020/08/27 17:16:34+00,Police Event ,No,NARC    ,Yes,2,ARRESTEE                                               ,1,Bodily Force,Body Weight Pin,Black,Male,26,Fled on Foot                                                                   ,1,Downtown West
-93.27195951,44.98083264,20835492,20-223272,2020/08/27 17:16:34+00,Police Event ,No,NARC    ,Yes,1,ARRESTEE                                               ,1,Bodily Force,Body Weight Pin,Black,Male,26,Other                                                                          ,1,Downtown West
-93.26108403,44.97039183,20824877,20-223222,2020/08/27 15:50:11+00,Suspicious Vehicle ,No,CIC     ,No,1,SUSPECT                                                ,1,Bodily Force,Body Weight Pin,Black,Male,23,Tensed                                                                         ,1,Elliot Park
-93.2717965,44.97736687,20821923,20-222533,2020/08/26 21:53:06+00,Miscellaneous ,No,RIOT    ,No,1,ARRESTEE                                               ,1,Bodily Force,Takedown,Black,Male,18,Commission of a Crime                                                          ,1,Downtown West
-93.26831714,44.97716644,20821816,20-222411,2020/08/26 19:33:46+00,Burglary Biz - In Progress ,Yes,ASLT3   ,No,4,ARRESTEE                                               ,8,Bodily Force,Joint Lock,Black,Female,27,Other                                                                          ,1,Downtown West
-93.26831714,44.97716644,20821817,20-222411,2020/08/26 19:33:46+00,Burglary Biz - In Progress ,Yes,ASLT3   ,No,14,ARRESTEE                                               ,2,Bodily Force,Punch,Black,Male,26,Assaulted Officer                                                              ,1,Downtown West
-93.26831714,44.97716644,20821945,20-222411,2020/08/26 19:33:46+00,Burglary Biz - In Progress ,Yes,ASLT3   ,No,14,ARRESTEE                                               ,2,Bodily Force,Neck Restraint: subject did not lose conciousness,Black,Male,26,Assaulted Officer                                                              ,1,Downtown West
-93.26831714,44.97716644,20821955,20-222411,2020/08/26 19:33:46+00,Burglary Biz - In Progress ,Yes,ASLT3   ,No,14,ARRESTEE                                               ,2,Bodily Force,Body Weight Pin,Black,Male,26,Assaulted Officer                                                              ,1,Downtown West
-93.26831714,44.97716644,20822666,20-222411,2020/08/26 19:33:46+00,Burglary Biz - In Progress ,Yes,ASLT3   ,No,14,ARRESTEE                                               ,2,Bodily Force,Push Away,Black,Male,26,Assaulted Officer                                                              ,1,Downtown West
-93.26831714,44.97716644,20822771,20-222411,2020/08/26 19:33:46+00,Burglary Biz - In Progress ,Yes,ASLT3   ,No,9,SUSPECT                                                ,4,Bodily Force,Body Weight Pin,White,Male,15,Other                                                                          ,1,Downtown West
-93.26831714,44.97716644,20824594,20-222411,2020/08/26 19:33:46+00,Burglary Biz - In Progress ,Yes,ASLT3   ,No,2,SUSPECT                                                ,4,Bodily Force,Body Weight Pin,White,Male,15,Commission of a Crime                                                          ,1,Downtown West
-93.26831714,44.97716644,20824771,20-222411,2020/08/26 19:33:46+00,Burglary Biz - In Progress ,Yes,ASLT3   ,No,6,ARRESTEE                                               ,23,Chemical Irritant,Personal Mace,Black,Male,25,Tensed                                                                         ,1,Downtown West
-93.26831714,44.97716644,20828992,20-222411,2020/08/26 19:33:46+00,Burglary Biz - In Progress ,Yes,ASLT3   ,No,12,ARRESTEE                                               ,41,Bodily Force,Takedown,Black,Male,50,Commission of a Crime                                                          ,1,Downtown West
-93.26831714,44.97716644,20830574,20-222411,2020/08/26 19:33:46+00,Burglary Biz - In Progress ,Yes,ASLT3   ,No,3,SUSPECT                                                ,4,Bodily Force,Takedown,White,Male,15,Commission of a Crime                                                          ,1,Downtown West
-93.26831714,44.97716644,20830781,20-222411,2020/08/26 19:33:46+00,Burglary Biz - In Progress ,Yes,ASLT3   ,No,9,SUSPECT                                                ,4,Bodily Force,Joint Lock,White,Male,15,Other                                                                          ,1,Downtown West
-93.26831714,44.97716644,20833808,20-222411,2020/08/26 19:33:46+00,Burglary Biz - In Progress ,Yes,ASLT3   ,No,4,ARRESTEE                                               ,8,Bodily Force,Body Weight Pin,Black,Female,27,Other                                                                          ,1,Downtown West
-93.27249909,44.97962594,20829492,20-221155,2020/08/25 13:08:09+00,Suspicious Person ,No,R&C     ,No,1,ARRESTEE                                               ,1,Bodily Force,Takedown,Black,Male,31,Tensed                                                                         ,1,Downtown West
-93.27249909,44.97962594,20832221,20-221155,2020/08/25 13:08:09+00,Suspicious Person ,No,R&C     ,No,1,ARRESTEE                                               ,1,Bodily Force,Body Weight Pin,Black,Male,31,Tensed                                                                         ,1,Downtown West
-93.26558646,44.97601046,20821336,20-220475,2020/08/24 17:02:30+00,Miscellaneous ,No,DAMPRP  ,No,1,INVOLVED                                               ,2,Bodily Force,Takedown,Unknown,Female,32,Other                                                                          ,1,Downtown West
-93.26558646,44.97601046,20821921,20-220475,2020/08/24 17:02:30+00,Miscellaneous ,No,DAMPRP  ,No,3,INVOLVED                                               ,4,Bodily Force,Takedown,Black,Male,30,Fled on Foot                                                                   ,1,Downtown West
-93.26558646,44.97601046,20823150,20-220475,2020/08/24 17:02:30+00,Miscellaneous ,No,DAMPRP  ,No,4,ARRESTEE                                               ,5,Bodily Force,Push Away,Black,Female,30,Other                                                                          ,1,Downtown West
-93.26558646,44.97601046,20826146,20-220475,2020/08/24 17:02:30+00,Miscellaneous ,No,DAMPRP  ,No,4,ARRESTEE                                               ,5,Improvised Weapon,Bicycle,Black,Female,30,Other                                                                          ,1,Downtown West
-93.26558646,44.97601046,20826447,20-220475,2020/08/24 17:02:30+00,Miscellaneous ,No,DAMPRP  ,No,2,INVOLVED                                               ,4,Bodily Force,Body Weight Pin,Black,Male,30,Tensed                                                                         ,1,Downtown West
-93.26558646,44.97601046,20833987,20-220475,2020/08/24 17:02:30+00,Miscellaneous ,No,DAMPRP  ,No,3,INVOLVED                                               ,4,Improvised Weapon,Bicycle,Black,Male,30,Fled on Foot                                                                   ,1,Downtown West
-93.2793282,44.96932593,20822665,20-218402,2020/08/22 09:44:10+00,Slumper ,Yes,WT      ,No,1,ARRESTEE                                               ,1,Bodily Force,Knee,Native American,Male,34,Tensed                                                                         ,1,Loring Park
-93.28722242,45.00950803,20830526,20-216817,2020/08/20 13:27:10+00,Emotionally Disturb Person ,Yes,MISC    ,No,1,SUBJECT                                                ,1,Bodily Force,Body Weight Pin,Black,Male,15,Tensed                                                                         ,4,Hawthorne
-93.25984484,44.95912115,20822770,20-214189,2020/08/17 11:01:03+00,Recover Vehicle ,Yes,MVTAM   ,No,1,Citee                                                  ,1,Bodily Force,Body Weight Pin,Black,Male,26,Tensed                                                                         ,3,Midtown Phillips
-93.25984484,44.95912115,20824488,20-214189,2020/08/17 11:01:03+00,Recover Vehicle ,Yes,MVTAM   ,No,2,Citee                                                  ,1,Bodily Force,Body Weight Pin,Black,Male,26,Other                                                                          ,3,Midtown Phillips
-93.25984484,44.95912115,20824891,20-214189,2020/08/17 11:01:03+00,Recover Vehicle ,Yes,MVTAM   ,No,2,Citee                                                  ,1,Bodily Force,Takedown,Black,Male,26,Other                                                                          ,3,Midtown Phillips
-93.25984484,44.95912115,20834295,20-214189,2020/08/17 11:01:03+00,Recover Vehicle ,Yes,MVTAM   ,No,1,Citee                                                  ,1,Bodily Force,Takedown,Black,Male,26,Tensed                                                                         ,3,Midtown Phillips
-93.27249909,44.97962594,20822923,20-212327,2020/08/15 02:00:20+00,Disturbance ,Yes,LIQMIN  ,No,1,ARRESTEE                                               ,1,Bodily Force,Body Weight Pin,Black,Male,20,Verbal Non-Compliance                                                          ,1,Downtown West
-93.27249909,44.97962594,20824996,20-212327,2020/08/15 02:00:20+00,Disturbance ,Yes,LIQMIN  ,No,2,ARRESTEE                                               ,1,Bodily Force,Body Weight Pin,Black,Male,20,Verbal Non-Compliance                                                          ,1,Downtown West
-93.27249909,44.97962594,20826826,20-212327,2020/08/15 02:00:20+00,Disturbance ,Yes,LIQMIN  ,No,2,ARRESTEE                                               ,1,Bodily Force,Joint Lock,Black,Male,20,Verbal Non-Compliance                                                          ,1,Downtown West
-93.28738913,44.95912253,20821592,20-211974,2020/08/14 18:42:47+00,Sound of Shots Fired ,Yes,STOLMV  ,No,3,ARRESTEE                                               ,1,Bodily Force,Body Weight Pin,White,Female,27,Fled in a Vehicle                                                              ,5,Whittier
-93.28738913,44.95912253,20822817,20-211974,2020/08/14 18:42:47+00,Sound of Shots Fired ,Yes,STOLMV  ,No,2,ARRESTEE                                               ,1,Bodily Force,Push Away,White,Female,27,Fled in a Vehicle                                                              ,5,Whittier
-93.28738913,44.95912253,20826251,20-211974,2020/08/14 18:42:47+00,Sound of Shots Fired ,Yes,STOLMV  ,No,1,ARRESTEE                                               ,1,Bodily Force,Takedown,White,Female,27,Fled in a Vehicle                                                              ,5,Whittier
-93.28738913,44.95912253,20830420,20-211974,2020/08/14 18:42:47+00,Sound of Shots Fired ,Yes,STOLMV  ,No,3,ARRESTEE                                               ,1,Bodily Force,Takedown,White,Female,27,Fled in a Vehicle                                                              ,5,Whittier
-93.28738913,44.95912253,20834382,20-211974,2020/08/14 18:42:47+00,Sound of Shots Fired ,Yes,STOLMV  ,No,1,ARRESTEE                                               ,1,Bodily Force,Body Weight Pin,White,Female,27,Fled in a Vehicle                                                              ,5,Whittier
-93.28738913,44.95912253,20834488,20-211974,2020/08/14 18:42:47+00,Sound of Shots Fired ,Yes,STOLMV  ,No,3,ARRESTEE                                               ,1,Bodily Force,Joint Lock,White,Female,27,Fled in a Vehicle                                                              ,5,Whittier
-93.25308455,44.94135675,20821441,20-211572,2020/08/14 07:42:55+00,Officer Needs Help ,No,DAMMV   ,No,8,ARRESTEE                                               ,2,Bodily Force,Takedown,Black,Male,33,Verbal Non-Compliance                                                          ,3,Powderhorn Park
-93.25308455,44.94135675,20822060,20-211572,2020/08/14 07:42:55+00,Officer Needs Help ,No,DAMMV   ,No,5,ARRESTEE                                               ,2,Bodily Force,Joint Lock,Black,Male,33,Tensed                                                                         ,3,Powderhorn Park
-93.25308455,44.94135675,20822664,20-211572,2020/08/14 07:42:55+00,Officer Needs Help ,No,DAMMV   ,No,4,ARRESTEE                                               ,2,Taser,Arcing,Black,Male,33,Tensed                                                                         ,3,Powderhorn Park
-93.25308455,44.94135675,20823387,20-211572,2020/08/14 07:42:55+00,Officer Needs Help ,No,DAMMV   ,No,8,ARRESTEE                                               ,2,Maximal Restraint Technique,Side Recovery Position,Black,Male,33,Verbal Non-Compliance                                                          ,3,Powderhorn Park
-93.25308455,44.94135675,20832115,20-211572,2020/08/14 07:42:55+00,Officer Needs Help ,No,DAMMV   ,No,5,ARRESTEE                                               ,2,Bodily Force,Takedown,Black,Male,33,Tensed                                                                         ,3,Powderhorn Park
-93.25308455,44.94135675,20834487,20-211572,2020/08/14 07:42:55+00,Officer Needs Help ,No,DAMMV   ,No,8,ARRESTEE                                               ,2,Bodily Force,Body Weight Pin,Black,Male,33,Verbal Non-Compliance                                                          ,3,Powderhorn Park
-93.27342211,44.97543284,20828532,20-210371,2020/08/12 20:38:08+00,Disturbance ,Yes,ROBPAG  ,No,1,ARRESTEE                                               ,1,Bodily Force,Takedown,Black,Male,37,Tensed                                                                         ,1,Downtown West
-93.28132162,44.95284396,20822922,20-209526,2020/08/11 21:18:07+00,Domestic Abuse-In Progress ,Yes,ASLT4   ,Yes,1,ARRESTEE                                               ,1,Bodily Force,Takedown,Black,Male,28,Assaulted Officer                                                              ,5,Whittier
-93.28132162,44.95284396,20833711,20-209526,2020/08/11 21:18:07+00,Domestic Abuse-In Progress ,Yes,ASLT4   ,Yes,1,ARRESTEE                                               ,1,Bodily Force,Body Weight Pin,Black,Male,28,Assaulted Officer                                                              ,5,Whittier
-93.28048428,44.95374136,20821954,20-208768,2020/08/11 02:21:21+00,Chase on Foot ,No,ASLT2   ,No,2,ARRESTEE                                               ,1,Bodily Force,Body Weight Pin,White,Male,30,Fled in a Vehicle                                                              ,5,Whittier
-93.28048428,44.95374136,20823360,20-208768,2020/08/11 02:21:21+00,Chase on Foot ,No,ASLT2   ,No,2,ARRESTEE                                               ,1,Bodily Force,Takedown,White,Male,30,Fled in a Vehicle                                                              ,5,Whittier
-93.28048428,44.95374136,20826003,20-208768,2020/08/11 02:21:21+00,Chase on Foot ,No,ASLT2   ,No,1,ARRESTEE                                               ,1,Bodily Force,Body Weight Pin,White,Male,30,Fled in a Vehicle                                                              ,5,Whittier
-93.26802926,44.97970183,20821697,20-207835,2020/08/10 01:00:28+00,Emotionally Disturb Person ,No,CIC     ,No,2,PERSON IN CRISIS                                       ,2,Bodily Force,Body Weight Pin,White,Male,23,Tensed                                                                         ,1,Downtown West
-93.25958291,44.97217172,20824890,20-205861,2020/08/07 18:12:04+00,Damage Property-In Progress,Yes,CIC     ,No,1,PERSON IN CRISIS                                       ,1,Bodily Force,Takedown,White,Male,22,Tensed                                                                         ,1,Elliot Park
-93.24143329,44.98145779,20821920,20-205660,2020/08/07 14:02:03+00,Theft ,Yes,AUTOTH  ,No,2,ARRESTEE                                               ,2,Bodily Force,Body Weight Pin,Black,Male,36,Fled on Foot                                                                   ,2,Marcy Holmes
-93.24143329,44.98145779,20822816,20-205660,2020/08/07 14:02:03+00,Theft ,Yes,AUTOTH  ,No,2,ARRESTEE                                               ,2,Bodily Force,Takedown,Black,Male,36,Fled on Foot                                                                   ,2,Marcy Holmes
-93.24143329,44.98145779,20824593,20-205660,2020/08/07 14:02:03+00,Theft ,Yes,AUTOTH  ,No,1,ARRESTEE                                               ,1,Taser,Firing Darts,Black,Male,36,Fled in a Vehicle                                                              ,2,Marcy Holmes
-93.29576702,45.03565545,20821591,20-204532,2020/08/06 10:59:13+00,Domestic ,Yes,HLTWEL  ,No,2,PERSON IN CRISIS                                       ,1,Bodily Force,Body Weight Pin,Native American,Female,51,Fled on Foot                                                                   ,4,Webber - Camden
-93.29576702,45.03565545,20822769,20-204532,2020/08/06 10:59:13+00,Domestic ,Yes,HLTWEL  ,No,1,PERSON IN CRISIS                                       ,1,Bodily Force,Body Weight Pin,Native American,Female,51,Fled on Foot                                                                   ,4,Webber - Camden
-93.29576702,45.03565545,20823044,20-204532,2020/08/06 10:59:13+00,Domestic ,Yes,HLTWEL  ,No,1,PERSON IN CRISIS                                       ,1,Bodily Force,Takedown,Native American,Female,51,Fled on Foot                                                                   ,4,Webber - Camden
-93.29576702,45.03565545,20834381,20-204532,2020/08/06 10:59:13+00,Domestic ,Yes,HLTWEL  ,No,2,PERSON IN CRISIS                                       ,1,Bodily Force,Takedown,Native American,Female,51,Fled on Foot                                                                   ,4,Webber - Camden
-93.23465948,44.93682585,20823359,20-204521,2020/08/06 10:41:25+00,Burglary Dwlng - Report ,No,BURGD   ,No,1,ARRESTEE                                               ,1,Taser,Firing Darts,Native American,Male,49,Fled on Foot                                                                   ,3,Standish
-93.29336797,44.90962471,20829386,20-204299,2020/08/06 00:59:01+00,Domestic Abuse-In Progress ,Yes,BURGD   ,Yes,1,ARRESTEE                                               ,1,Bodily Force,Takedown,White,Male,34,Tensed                                                                         ,5,Lynnhurst
-93.29336797,44.90962471,20832220,20-204299,2020/08/06 00:59:01+00,Domestic Abuse-In Progress ,Yes,BURGD   ,Yes,1,ARRESTEE                                               ,1,Bodily Force,Body Weight Pin,White,Male,34,Tensed                                                                         ,5,Lynnhurst
-93.29336797,44.90962471,20835386,20-204299,2020/08/06 00:59:01+00,Domestic Abuse-In Progress ,Yes,BURGD   ,Yes,2,ARRESTEE                                               ,1,Bodily Force,Body Weight Pin,White,Male,34,Tensed                                                                         ,5,Lynnhurst
-93.25276672,45.01316196,20828516,20-204193,2020/08/05 22:20:27+00,Unknown Trouble ,Yes,DISCON  ,No,1,Citee                                                  ,1,Bodily Force,Body Weight Pin,Black,Male,30,Other                                                                          ,2,Holland
-93.25276672,45.01316196,20832114,20-204193,2020/08/05 22:20:27+00,Unknown Trouble ,Yes,DISCON  ,No,2,Citee                                                  ,1,Maximal Restraint Technique,Side Recovery Position,Black,Male,30,Tensed                                                                         ,2,Holland
-93.25276672,45.01316196,20833922,20-204193,2020/08/05 22:20:27+00,Unknown Trouble ,Yes,DISCON  ,No,2,Citee                                                  ,1,Chemical Irritant,Personal Mace,Black,Male,30,Tensed                                                                         ,2,Holland
-93.25276672,45.01316196,20835491,20-204193,2020/08/05 22:20:27+00,Unknown Trouble ,Yes,DISCON  ,No,1,Citee                                                  ,1,Chemical Irritant,Personal Mace,Black,Male,30,Other                                                                          ,2,Holland
-93.3013671,44.98087015,20822059,20-203707,2020/08/05 13:12:46+00,Domestic Abuse-In Progress ,Yes,DASLT2  ,No,2,ARRESTEE                                               ,1,Bodily Force,Joint Lock,Black,Female,27,Other                                                                          ,4,Harrison
-93.3013671,44.98087015,20824995,20-203707,2020/08/05 13:12:46+00,Domestic Abuse-In Progress ,Yes,DASLT2  ,No,1,ARRESTEE                                               ,1,Bodily Force,Joint Lock,Black,Female,27,Commission of a Crime                                                          ,4,Harrison
-93.30318241,45.01952364,20824487,20-203393,2020/08/05 01:28:10+00,Domestic Abuse-In Progress ,Yes,FORCE   ,No,1,PERSON IN CRISIS                                       ,1,Bodily Force,Body Weight Pin,Black,Male,25,Assaulted Police K9                                                            ,4,Folwell
-93.30318241,45.01952364,20824876,20-203393,2020/08/05 01:28:10+00,Domestic Abuse-In Progress ,Yes,FORCE   ,No,2,PERSON IN CRISIS                                       ,1,Bodily Force,Body Weight Pin,Black,Male,25,Tensed                                                                         ,4,Folwell
-93.30318241,45.01952364,20828637,20-203393,2020/08/05 01:28:10+00,Domestic Abuse-In Progress ,Yes,FORCE   ,No,3,PERSON IN CRISIS                                       ,1,Bodily Force,Body Weight Pin,Black,Male,25,Other                                                                          ,4,Folwell
-93.28156575,44.99580871,20823136,20-202268,2020/08/03 20:29:33+00,Theft ,Yes,POSDPA  ,No,2,SUSPECT                                                ,1,Bodily Force,Body Weight Pin,Black,Male,33,Other                                                                          ,4,Near - North
-93.28156575,44.99580871,20826446,20-202268,2020/08/03 20:29:33+00,Theft ,Yes,POSDPA  ,No,4,SUSPECT                                                ,1,Bodily Force,Body Weight Pin,Black,Male,33,Other                                                                          ,4,Near - North
-93.28156575,44.99580871,20829538,20-202268,2020/08/03 20:29:33+00,Theft ,Yes,POSDPA  ,No,1,SUSPECT                                                ,1,Bodily Force,Body Weight Pin,Black,Male,33,Other                                                                          ,4,Near - North
-93.28156575,44.99580871,20834189,20-202268,2020/08/03 20:29:33+00,Theft ,Yes,POSDPA  ,No,3,SUSPECT                                                ,1,Bodily Force,Body Weight Pin,Black,Male,33,Other                                                                          ,4,Near - North
-93.29092001,44.98955602,20821953,20-199371,2020/07/31 12:18:15+00,Emotionally Disturb Person ,Yes,ASLT4   ,No,1,SUSPECT                                                ,1,Bodily Force,Takedown,Black,Male,31,Assaulted Officer                                                              ,4,Near - North
-93.29092001,44.98955602,20823030,20-199371,2020/07/31 12:18:15+00,Emotionally Disturb Person ,Yes,ASLT4   ,No,1,SUSPECT                                                ,1,Bodily Force,Body Weight Pin,Black,Male,31,Assaulted Officer                                                              ,4,Near - North
-93.29092001,44.98955602,20823070,20-199371,2020/07/31 12:18:15+00,Emotionally Disturb Person ,Yes,ASLT4   ,No,3,SUSPECT                                                ,1,Bodily Force,Body Weight Pin,Black,Male,31,Commission of a Crime                                                          ,4,Near - North
-93.29092001,44.98955602,20826551,20-199371,2020/07/31 12:18:15+00,Emotionally Disturb Person ,Yes,ASLT4   ,No,2,SUSPECT                                                ,1,Bodily Force,Body Weight Pin,Black,Male,31,Commission of a Crime                                                          ,4,Near - North
-93.29092001,44.98955602,20833887,20-199371,2020/07/31 12:18:15+00,Emotionally Disturb Person ,Yes,ASLT4   ,No,2,SUSPECT                                                ,1,Bodily Force,Takedown,Black,Male,31,Commission of a Crime                                                          ,4,Near - North
-93.29092001,44.98955602,20834091,20-199371,2020/07/31 12:18:15+00,Emotionally Disturb Person ,Yes,ASLT4   ,No,3,SUSPECT                                                ,1,Bodily Force,Takedown,Black,Male,31,Commission of a Crime                                                          ,4,Near - North
-93.28052516,44.9728156,20826445,20-198908,2020/07/30 21:22:06+00,Indecent Exposure ,Yes,CIC     ,No,1,PERSON IN CRISIS                                       ,1,Taser,Firing Darts,Black,Male,36,Other                                                                          ,1,Loring Park
-93.26255126,44.96759657,20824770,20-198896,2020/07/30 21:14:14+00,Damage Property-In Progress,Yes,ASLT5   ,No,1,ARRESTEE                                               ,1,Bodily Force,Joint Lock,Black,Male,23,Fled on Foot                                                                   ,1,Elliot Park
-93.26255126,44.96759657,20833781,20-198896,2020/07/30 21:14:14+00,Damage Property-In Progress,Yes,ASLT5   ,No,1,ARRESTEE                                               ,1,Bodily Force,Body Weight Pin,Black,Male,23,Fled on Foot                                                                   ,1,Elliot Park
-93.26255126,44.96759657,20835385,20-198896,2020/07/30 21:14:14+00,Damage Property-In Progress,Yes,ASLT5   ,No,2,ARRESTEE                                               ,1,Bodily Force,Body Weight Pin,Black,Male,23,Fled on Foot                                                                   ,1,Elliot Park
-93.28952198,44.99968716,20828621,20-198846,2020/07/30 20:04:46+00,Miscellaneous ,No,WEAP    ,No,1,ARRESTEE                                               ,1,Police K9 Bite,Off Lead,Black,Male,18,Fled on Foot                                                                   ,4,Hawthorne
-93.29871013,45.00777332,20831994,20-195402,2020/07/27 01:39:20+00,Domestic Abuse-In Progress ,Yes,DASLT5  ,No,1,VICTIM                                                 ,1,Taser,Display,Unknown,Female,15,Fled on Foot                                                                   ,4,Jordan
-93.2752899,44.96332343,20821335,20-193716,2020/07/24 23:02:02+00,Unknown Trouble ,Yes,DASLT2  ,No,2,ARRESTEE                                               ,1,Bodily Force,Joint Lock,Black,Male,52,Tensed                                                                         ,5,Stevens Square - Loring Heights
